PROGRESSIVO;CITTADINANZA_DESC;TIPO_CITTADINANZA_DESC;FACOLTA_DESC;CDS_DESC;TIPO_CORSO_DES;TipoAbbomanento;COMUNE_RESIDENZA_DESC;PROVINCIA_RESIDENZA_DESC;REGIONE_RESIDENZA_DESC;NAZIONE_RESIDENZA_DESC
712;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Gestione delle organizzazioni e del territorio;Corso di Laurea Magistrale;OpenMove;Ferrara;Ferrara;Emilia-Romagna;ITALIA
713;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;San Benedetto Po;Mantova;Lombardia;ITALIA
714;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OpenMove;Bussolengo;Verona;Veneto;ITALIA
715;ITALIA;Italiana;Facoltà di Giurisprudenza;Comparative, European and International Legal Studies;Corso di Laurea;OpenMove;Palermo;Palermo;Sicilia;ITALIA
716;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Terni;Terni;Umbria;ITALIA
717;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OpenMove;Castel San Giovanni;Piacenza;Emilia-Romagna;ITALIA
718;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e legislazione d'impresa;Corso di Laurea Magistrale;NewSmartCard;Fondo;Trento;Trentino Alto Adige;ITALIA
719;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea Magistrale;OldSmartCard;Villa Lagarina;Trento;Trentino Alto Adige;ITALIA
720;CANADA;Extracomunitaria;Dipartimento di Sociologia e Ricerca Sociale;Sociology and social research - Sociologia e ricerca sociale;Corso di Laurea Magistrale;OpenMove;-;-;-;CANADA
721;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
722;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Meccatronica;Corso di Laurea Magistrale;OpenMove;Cividale del Friuli;Udine;Friuli Venezia Giulia;ITALIA
723;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Farra di Soligo;Treviso;Veneto;ITALIA
724;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;NewSmartCard;Bassano del Grappa;Vicenza;Veneto;ITALIA
725;ITALIA;Italiana;Dipartimento di Economia e Management;Management;Corso di Laurea Magistrale;OpenMove;Pescara;Pescara;Abruzzo;ITALIA
726;ITALIA;Italiana;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;Pinerolo;Torino;Piemonte;ITALIA
727;ITALIA;Italiana;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;Roma;Roma;Lazio;ITALIA
728;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Letterature euroamericane, traduzione e critica letteraria;Corso di Laurea Magistrale;OpenMove;Foligno;Perugia;Umbria;ITALIA
729;STATI UNITI D'AMERICA;Extracomunitaria;Dipartimento di Psicologia e Scienze Cognitive;Human-Computer Interaction - Interazione Persona-Macchina;Corso di Laurea Magistrale;OpenMove;-;-;-;STATI UNITI D'AMERICA (USA)
730;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
731;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;NewSmartCard;Roncegno;Trento;Trentino Alto Adige;ITALIA
732;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;CONTA';Trento;Trentino Alto Adige;ITALIA
733;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
734;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Seren del Grappa;Belluno;Veneto;ITALIA
735;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Canazei;Trento;Trentino Alto Adige;ITALIA
736;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OpenMove;Adro;Brescia;Lombardia;ITALIA
737;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;NewSmartCard;Fai della Paganella;Trento;Trentino Alto Adige;ITALIA
738;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociology and social research - Sociologia e ricerca sociale;Corso di Laurea Magistrale;NewSmartCard;Milano;Milano;Lombardia;ITALIA
739;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Meccatronica;Corso di Laurea Magistrale;OpenMove;Mori;Trento;Trentino Alto Adige;ITALIA
740;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;CASTEL IVANO;Trento;Trentino Alto Adige;ITALIA
741;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea Magistrale;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
742;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Thiene;Vicenza;Veneto;ITALIA
743;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Meccatronica;Corso di Laurea Magistrale;OpenMove;Pomarolo;Trento;Trentino Alto Adige;ITALIA
744;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;NewSmartCard;Caldonazzo;Trento;Trentino Alto Adige;ITALIA
745;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OldSmartCard;Aldeno;Trento;Trentino Alto Adige;ITALIA
746;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filologia e critica letteraria;Corso di Laurea Magistrale;OpenMove;Prizzi;Palermo;Sicilia;ITALIA
747;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;NewSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
748;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;NewSmartCard;Sommacampagna;Verona;Veneto;ITALIA
749;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Edile-Architettura;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
750;ITALIA;Italiana;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;NewSmartCard;Prato Carnico;Udine;Friuli Venezia Giulia;ITALIA
751;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;NewSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
752;ITALIA;Italiana;Scuola di studi Internazionali;EUROPEAN AND INTERNATIONAL STUDIES - STUDI EUROPEI E INTERNAZIONALI ;Corso di Laurea Magistrale;NewSmartCard;Oristano;Oristano;Sardegna;ITALIA
753;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Nogaredo;Trento;Trentino Alto Adige;ITALIA
754;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Lonigo;Vicenza;Veneto;ITALIA
755;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OpenMove;Brescia;Brescia;Lombardia;ITALIA
756;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;NewSmartCard;Feltre;Belluno;Veneto;ITALIA
757;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Edile-Architettura;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Trichiana;Belluno;Veneto;ITALIA
758;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Edile-Architettura;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Bassano del Grappa;Vicenza;Veneto;ITALIA
759;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Montecchio Maggiore;Vicenza;Veneto;ITALIA
760;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Cavareno;Trento;Trentino Alto Adige;ITALIA
761;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Barolo;Cuneo;Piemonte;ITALIA
762;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;San Bonifacio;Verona;Veneto;ITALIA
763;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Edile-Architettura;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Levico Terme;Trento;Trentino Alto Adige;ITALIA
764;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Monteviale;Vicenza;Veneto;ITALIA
765;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
766;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;NewSmartCard;Pinzolo;Trento;Trentino Alto Adige;ITALIA
767;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Castegnero;Vicenza;Veneto;ITALIA
768;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Giulianova;Teramo;Abruzzo;ITALIA
769;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Limana;Belluno;Veneto;ITALIA
770;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Udine;Udine;Friuli Venezia Giulia;ITALIA
771;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea Magistrale;OpenMove;Cesiomaggiore;Belluno;Veneto;ITALIA
772;UNGHERIA;Comunitaria;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;OpenMove;-;-;-;UNGHERIA
773;SPAGNA;Comunitaria;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;NewSmartCard;-;-;-;SPAGNA
774;ALBANIA;Extracomunitaria;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Edile-Architettura;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
775;SVEZIA;Comunitaria;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;OpenMove;-;-;-;SVEZIA
776;SPAGNA;Comunitaria;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;OpenMove;-;-;-;SPAGNA
777;SVEZIA;Comunitaria;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;OpenMove;-;-;-;SVEZIA
778;FRANCIA;Comunitaria;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;OpenMove;-;-;-;FRANCIA
779;PORTOGALLO;Comunitaria;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
780;FRANCIA;Comunitaria;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;OpenMove;-;-;-;FRANCIA
781;STATI UNITI D'AMERICA;Extracomunitaria;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;-;-;-;GERMANIA
782;PAESI BASSI;Comunitaria;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;-;-;-;PAESI BASSI
783;RUSSIA;Extracomunitaria;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;-;-;-;RUSSIA - FEDERAZIONE RUSSA
784;BIELORUSSIA;Extracomunitaria;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;-;-;-;BIELORUSSIA
785;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Villafranca di Verona;Verona;Veneto;ITALIA
786;BIELORUSSIA;Extracomunitaria;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;-;-;-;BIELORUSSIA
787;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Torrebelvicino;Vicenza;Veneto;ITALIA
788;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
789;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;NewSmartCard;Feltre;Belluno;Veneto;ITALIA
790;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;NewSmartCard;Arco;Trento;Trentino Alto Adige;ITALIA
791;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Ancona;Ancona;Marche;ITALIA
792;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
793;IRLANDA;Comunitaria;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;-;-;-;IRLANDA - EIRE
794;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Chiampo;Vicenza;Veneto;ITALIA
795;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OldSmartCard;Aldeno;Trento;Trentino Alto Adige;ITALIA
796;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Lusiana;Vicenza;Veneto;ITALIA
797;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
798;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Fonzaso;Belluno;Veneto;ITALIA
799;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;NewSmartCard;Ala;Trento;Trentino Alto Adige;ITALIA
800;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
801;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;NewSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
802;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Edile-Architettura;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Ala;Trento;Trentino Alto Adige;ITALIA
803;TURCHIA;Extracomunitaria;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;-;-;-;TURCHIA
804;INDIA;Extracomunitaria;Dipartimento di Ingegneria Industriale;Materials and production Engineering - Ingegneria dei materiali e della produzione;Corso di Laurea Magistrale;NewSmartCard;-;-;-;INDIA
805;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Roma;Roma;Lazio;ITALIA
806;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Schio;Vicenza;Veneto;ITALIA
807;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Saonara;Padova;Veneto;ITALIA
808;ITALIA;Italiana;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;Monterotondo;Roma;Lazio;ITALIA
809;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Remedello;Brescia;Lombardia;ITALIA
810;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;OpenMove;Concordia Sagittaria;Venezia;Veneto;ITALIA
811;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;Bassano del Grappa;Vicenza;Veneto;ITALIA
812;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;PREDAIA;Trento;Trentino Alto Adige;ITALIA
813;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Caldogno;Vicenza;Veneto;ITALIA
814;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;NewSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
815;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OldSmartCard;Dambel;Trento;Trentino Alto Adige;ITALIA
816;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
817;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;NewSmartCard;San Vito di Leguzzano;Vicenza;Veneto;ITALIA
818;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;NewSmartCard;Nogaredo;Trento;Trentino Alto Adige;ITALIA
819;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;NewSmartCard;Pergine Valsugana;Trento;Trentino Alto Adige;ITALIA
820;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;NewSmartCard;San Giovanni Lupatoto;Verona;Veneto;ITALIA
821;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Mediazione linguistica e comunicazione letteraria;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
822;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;NewSmartCard;Modena;Modena;Emilia-Romagna;ITALIA
823;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;NewSmartCard;Schio;Vicenza;Veneto;ITALIA
824;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OpenMove;Foresto Sparso;Bergamo;Lombardia;ITALIA
825;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OpenMove;Brogliano;Vicenza;Veneto;ITALIA
826;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;BARLETTA;Barletta-Andria-Trani;Puglia;ITALIA
827;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;NewSmartCard;Rabbi;Trento;Trentino Alto Adige;ITALIA
828;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;NewSmartCard;Pergine Valsugana;Trento;Trentino Alto Adige;ITALIA
829;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OldSmartCard;VILLE D’ANAUNIA;Trento;Trentino Alto Adige;ITALIA
